age,obl
-0.0,0.409093
100.0,0.40932
200.0,0.409547
300.0,0.409773
400.0,0.41
500.0,0.410226
600.0,0.410453
700.0,0.410678
800.0,0.410904
900.0,0.411129
1000.0,0.411353
1100.0,0.411577
1200.0,0.4118
1300.0,0.412022
1400.0,0.412244
1500.0,0.412465
1600.0,0.412685
1700.0,0.412904
1800.0,0.413122
1900.0,0.413339
2000.0,0.413555
2100.0,0.413769
2200.0,0.413983
2300.0,0.414195
2400.0,0.414406
2500.0,0.414615
2600.0,0.414823
2700.0,0.415029
2800.0,0.415234
2900.0,0.415437
3000.0,0.415639
3100.0,0.415839
3200.0,0.416037
3300.0,0.416234
3400.0,0.416429
3500.0,0.416621
3600.0,0.416812
3700.0,0.417001
3800.0,0.417188
3900.0,0.417372
4000.0,0.417555
4100.0,0.417735
4200.0,0.417913
4300.0,0.418088
4400.0,0.418262
4500.0,0.418432
4600.0,0.418601
4700.0,0.418766
4800.0,0.418929
4900.0,0.41909
5000.0,0.419247
5100.0,0.419402
5200.0,0.419554
5300.0,0.419704
5400.0,0.41985
5500.0,0.419994
5600.0,0.420134
5700.0,0.420272
5800.0,0.420407
5900.0,0.420538
6000.0,0.420667
6100.0,0.420793
6200.0,0.420915
6300.0,0.421034
6400.0,0.42115
6500.0,0.421263
6600.0,0.421373
6700.0,0.421479
6800.0,0.421582
6900.0,0.421681
7000.0,0.421777
7100.0,0.421869
7200.0,0.421958
7300.0,0.422043
7400.0,0.422125
7500.0,0.422203
7600.0,0.422277
7700.0,0.422347
7800.0,0.422414
7900.0,0.422477
8000.0,0.422536
8100.0,0.422592
8200.0,0.422644
8300.0,0.422691
8400.0,0.422735
8500.0,0.422776
8600.0,0.422812
8700.0,0.422844
8800.0,0.422873
8900.0,0.422897
9000.0,0.422918
9100.0,0.422935
9200.0,0.422948
9300.0,0.422957
9400.0,0.422961
9500.0,0.422962
9600.0,0.422959
9700.0,0.422952
9800.0,0.422941
9900.0,0.422925
10000.0,0.422906
10100.0,0.422882
10200.0,0.422855
10300.0,0.422823
10400.0,0.422787
10500.0,0.422747
10600.0,0.422703
10700.0,0.422655
10800.0,0.422603
10900.0,0.422547
11000.0,0.422486
11100.0,0.422421
11200.0,0.422353
11300.0,0.42228
11400.0,0.422203
11500.0,0.422122
11600.0,0.422037
11700.0,0.421948
11800.0,0.421855
11900.0,0.421759
12000.0,0.421658
12100.0,0.421553
12200.0,0.421445
12300.0,0.421332
12400.0,0.421216
12500.0,0.421096
12600.0,0.420971
12700.0,0.420843
12800.0,0.420712
12900.0,0.420576
13000.0,0.420436
13100.0,0.420293
13200.0,0.420146
13300.0,0.419994
13400.0,0.41984
13500.0,0.419681
13600.0,0.419519
13700.0,0.419353
13800.0,0.419184
13900.0,0.419011
14000.0,0.418835
14100.0,0.418655
14200.0,0.418471
14300.0,0.418285
14400.0,0.418095
14500.0,0.417901
14600.0,0.417705
14700.0,0.417505
14800.0,0.417302
14900.0,0.417096
15000.0,0.416887
15100.0,0.416675
15200.0,0.416459
15300.0,0.416241
15400.0,0.41602
15500.0,0.415796
15600.0,0.415569
15700.0,0.415339
15800.0,0.415107
15900.0,0.414872
16000.0,0.414634
16100.000000000002,0.414394
16200.0,0.414151
16300.0,0.413906
16400.0,0.413658
16500.0,0.413408
16600.0,0.413155
16700.0,0.4129
16800.0,0.412643
16900.0,0.412384
17000.0,0.412123
17100.0,0.41186
17200.0,0.411595
17300.0,0.411328
17400.0,0.411059
17500.0,0.410789
17600.0,0.410516
17700.0,0.410243
17800.0,0.409968
17900.0,0.409691
18000.0,0.409413
18100.0,0.409134
18200.0,0.408854
18300.0,0.408573
18400.0,0.408291
18500.0,0.408007
18600.0,0.407723
18700.0,0.407437
18800.0,0.407151
18900.0,0.406864
19000.0,0.406577
19100.0,0.406288
19200.0,0.405999
19300.0,0.40571
19400.0,0.40542
19500.0,0.40513
19600.0,0.40484
19700.0,0.404549
19800.0,0.404258
19900.0,0.403968
20000.0,0.403677
20100.0,0.403387
20200.0,0.403097
20300.0,0.402808
20400.0,0.402519
20500.0,0.40223
20600.0,0.401943
20700.0,0.401656
20800.0,0.401369
20900.0,0.401084
21000.0,0.4008
21100.0,0.400517
21200.0,0.400234
21300.0,0.399953
21400.0,0.399674
21500.0,0.399396
21600.0,0.399119
21700.0,0.398843
21800.0,0.398569
21900.0,0.398297
22000.0,0.398027
22100.0,0.397758
22200.0,0.397491
22300.0,0.397226
22400.0,0.396963
22500.0,0.396702
22600.0,0.396444
22700.0,0.396187
22800.0,0.395933
22900.0,0.395682
23000.0,0.395433
23100.0,0.395186
23200.0,0.394943
23300.0,0.394702
23400.0,0.394464
23500.0,0.394229
23600.0,0.393997
23700.0,0.393768
23800.0,0.393542
23900.0,0.39332
24000.0,0.393101
24100.0,0.392885
24200.0,0.392673
24300.0,0.392465
24400.0,0.39226
24500.0,0.392058
24600.0,0.391861
24700.0,0.391667
24800.0,0.391477
24900.0,0.391291
25000.0,0.391108
25100.0,0.39093
25200.0,0.390755
25300.0,0.390585
25400.0,0.390418
25500.0,0.390256
25600.0,0.390098
25700.0,0.389944
25800.0,0.389795
25900.0,0.38965
26000.0,0.38951
26100.0,0.389375
26200.0,0.389244
26300.0,0.389117
26400.0,0.388996
26500.0,0.388879
26600.0,0.388767
26700.0,0.38866
26800.0,0.388558
26900.0,0.38846
27000.0,0.388368
27100.0,0.388281
27200.0,0.388198
27300.0,0.388121
27400.0,0.388048
27500.0,0.387981
27600.0,0.387919
27700.0,0.387862
27800.0,0.38781
27900.0,0.387763
28000.0,0.387721
28100.0,0.387685
28200.0,0.387653
28300.0,0.387627
28400.0,0.387606
28500.0,0.38759
28600.0,0.387579
28700.0,0.387574
28800.0,0.387573
28900.0,0.387579
29000.0,0.387589
29100.0,0.387605
29200.0,0.387626
29300.0,0.387652
29400.0,0.387684
29500.0,0.387721
29600.0,0.387763
29700.0,0.387811
29800.0,0.387864
29900.0,0.387922
30000.0,0.387985
30100.0,0.388053
30200.0,0.388127
30300.0,0.388206
30400.0,0.38829
30500.0,0.388379
30600.0,0.388473
30700.0,0.388572
30800.0,0.388676
30900.0,0.388785
31000.0,0.388898
31100.0,0.389017
31200.0,0.38914
31300.0,0.389268
31400.0,0.389401
31500.0,0.389539
31600.0,0.389681
31700.0,0.389828
31800.0,0.38998
31900.0,0.390136
32000.0,0.390297
32100.0,0.390463
32200.000000000004,0.390633
32299.999999999996,0.390807
32400.0,0.390986
32500.0,0.391169
32600.0,0.391357
32700.000000000004,0.391548
32800.0,0.391744
32900.0,0.391944
33000.0,0.392148
33100.0,0.392356
33200.0,0.392567
33300.0,0.392783
33400.0,0.393002
33500.0,0.393225
33600.0,0.393451
33700.0,0.393681
33800.0,0.393914
33900.0,0.394151
34000.0,0.394391
34100.0,0.394634
34200.0,0.39488
34300.0,0.395129
34400.0,0.395382
34500.0,0.395637
34600.0,0.395895
34700.0,0.396156
34800.0,0.39642
34900.0,0.396686
35000.0,0.396955
35100.0,0.397227
35200.0,0.397501
35300.0,0.397778
35400.0,0.398057
35500.0,0.398338
35600.0,0.398622
35700.0,0.398907
35800.0,0.399195
35900.0,0.399484
36000.0,0.399776
36100.0,0.400069
36200.0,0.400363
36300.0,0.400659
36400.0,0.400957
36500.0,0.401256
36600.0,0.401556
36700.0,0.401858
36800.0,0.40216
36900.0,0.402464
37000.0,0.402768
37100.0,0.403074
37200.0,0.40338
37300.0,0.403687
37400.0,0.403994
37500.0,0.404302
37600.0,0.404611
37700.0,0.40492
37800.0,0.40523
37900.0,0.405539
38000.0,0.405849
38100.0,0.406159
38200.0,0.406469
38300.0,0.406779
38400.0,0.407089
38500.0,0.407399
38600.0,0.407709
38700.0,0.408018
38800.0,0.408327
38900.0,0.408635
39000.0,0.408943
39100.0,0.40925
39200.0,0.409556
39300.0,0.409862
39400.0,0.410166
39500.0,0.41047
39600.0,0.410773
39700.0,0.411074
39800.0,0.411374
39900.0,0.411673
40000.0,0.41197
40100.0,0.412266
40200.0,0.41256
40300.0,0.412853
40400.0,0.413144
40500.0,0.413433
40600.0,0.413721
40700.0,0.414007
40800.0,0.414291
40900.0,0.414573
41000.0,0.414853
41100.0,0.415131
41200.0,0.415407
41300.0,0.415681
41400.0,0.415953
41500.0,0.416222
41600.0,0.416489
41700.0,0.416753
41800.0,0.417016
41900.0,0.417275
42000.0,0.417532
42100.0,0.417786
42200.0,0.418037
42300.0,0.418285
42400.0,0.418531
42500.0,0.418773
42600.0,0.419013
42700.0,0.419249
42800.0,0.419483
42900.0,0.419713
43000.0,0.41994
43100.0,0.420164
43200.0,0.420384
43300.0,0.420601
43400.0,0.420815
43500.0,0.421026
43600.0,0.421233
43700.0,0.421436
43800.0,0.421636
43900.0,0.421833
44000.0,0.422025
44100.0,0.422215
44200.0,0.4224
44300.0,0.422582
44400.0,0.422761
44500.0,0.422935
44600.0,0.423106
44700.0,0.423272
44800.0,0.423435
44900.0,0.423594
45000.0,0.423749
45100.0,0.4239
45200.0,0.424047
45300.0,0.42419
45400.0,0.424328
45500.0,0.424463
45600.0,0.424593
45700.0,0.42472
45800.0,0.424842
45900.0,0.424959
46000.0,0.425073
46100.0,0.425182
46200.0,0.425287
46300.0,0.425388
46400.0,0.425484
46500.0,0.425576
46600.0,0.425664
46700.0,0.425747
46800.0,0.425827
46900.0,0.425901
47000.0,0.425972
47100.0,0.426038
47200.0,0.4261
47300.0,0.426158
47400.0,0.426212
47500.0,0.426261
47600.0,0.426305
47700.0,0.426345
47800.0,0.426381
47900.0,0.426413
48000.0,0.42644
48100.0,0.426462
48200.0,0.42648
48300.0,0.426493
48400.0,0.426503
48500.0,0.426507
48600.0,0.426507
48700.0,0.426503
48800.0,0.426495
48900.0,0.426482
49000.0,0.426465
49100.0,0.426443
49200.0,0.426417
49300.0,0.426387
49400.0,0.426353
49500.0,0.426314
49600.0,0.426272
49700.0,0.426225
49800.0,0.426173
49900.0,0.426118
50000.0,0.426058
50100.0,0.425995
50200.0,0.425927
50300.0,0.425855
50400.0,0.425779
50500.0,0.425699
50600.0,0.425615
50700.0,0.425527
50800.0,0.425435
50900.0,0.425339
51000.0,0.425238
51100.0,0.425135
51200.0,0.425027
51300.0,0.424915
51400.0,0.424799
51500.0,0.42468
51600.0,0.424557
51700.0,0.42443
51800.0,0.4243
51900.0,0.424165
52000.0,0.424028
52100.0,0.423886
52200.0,0.423741
52300.0,0.423593
52400.0,0.423441
52500.0,0.423286
52600.0,0.423128
52700.0,0.422966
52800.0,0.422801
52900.0,0.422632
53000.0,0.422461
53100.0,0.422286
53200.0,0.422109
53300.0,0.421928
53400.0,0.421744
53500.0,0.421557
53600.0,0.421368
53700.0,0.421175
53800.0,0.420979
53900.0,0.420781
54000.0,0.42058
54100.0,0.420376
54200.0,0.42017
54300.0,0.41996
54400.0,0.419749
54500.0,0.419534
54600.0,0.419317
54700.0,0.419098
54800.0,0.418877
54900.0,0.418653
55000.0,0.418427
55100.0,0.418199
55200.0,0.417968
55300.0,0.417736
55400.0,0.417501
55500.0,0.417265
55600.0,0.417027
55700.0,0.416787
55800.0,0.416545
55900.0,0.416301
56000.0,0.416056
56100.0,0.415809
56200.0,0.41556
56300.0,0.41531
56400.0,0.415059
56500.0,0.414805
56600.0,0.414551
56700.0,0.414295
56800.0,0.414038
56900.0,0.41378
57000.0,0.41352
57100.0,0.41326
57200.0,0.412998
57300.0,0.412735
57400.0,0.412471
57500.0,0.412207
57600.0,0.411941
57700.0,0.411675
57800.0,0.411409
57900.0,0.411141
58000.0,0.410873
58100.0,0.410605
58200.0,0.410336
58300.0,0.410067
58400.0,0.409797
58500.0,0.409528
58600.0,0.409258
58700.0,0.408988
58800.0,0.408718
58900.0,0.408448
59000.0,0.408178
59100.0,0.407908
59200.0,0.407638
59300.0,0.407368
59400.0,0.407099
59500.0,0.40683
59600.0,0.406561
59700.0,0.406293
59800.0,0.406025
59900.0,0.405758
60000.0,0.405491
60100.0,0.405225
60200.0,0.404959
60300.0,0.404694
60400.0,0.404431
60500.0,0.404168
60600.0,0.403905
60700.0,0.403644
60800.0,0.403384
60900.0,0.403125
61000.0,0.402868
61100.0,0.402611
61200.0,0.402356
61300.0,0.402102
61400.0,0.40185
61500.0,0.401599
61600.0,0.401349
61700.0,0.401101
61800.0,0.400855
61900.0,0.400611
62000.0,0.400368
62100.0,0.400127
62200.0,0.399887
62300.0,0.39965
62400.0,0.399415
62500.0,0.399181
62600.0,0.398949
62700.0,0.39872
62800.0,0.398493
62900.0,0.398267
63000.0,0.398044
63100.0,0.397823
63200.0,0.397604
63300.0,0.397388
63400.0,0.397174
63500.0,0.396962
63600.0,0.396753
63700.0,0.396546
63800.0,0.396342
63900.0,0.39614
64000.0,0.395941
64099.99999999999,0.395745
64200.0,0.395551
64300.0,0.395361
64400.00000000001,0.395173
64500.0,0.394988
64599.99999999999,0.394805
64700.0,0.394626
64800.0,0.39445
64900.00000000001,0.394276
65000.0,0.394106
65099.99999999999,0.393939
65200.0,0.393775
65300.0,0.393614
65400.00000000001,0.393456
65500.0,0.393301
65600.0,0.393149
65700.0,0.393001
65800.0,0.392856
65900.0,0.392714
66000.0,0.392575
66100.0,0.39244
66200.0,0.392307
66300.0,0.392179
66400.0,0.392053
66500.0,0.391932
66600.0,0.391813
66700.0,0.391698
66800.0,0.391586
66900.0,0.391478
67000.0,0.391374
67100.0,0.391273
67200.0,0.391175
67300.0,0.391081
67400.0,0.390991
67500.0,0.390904
67600.0,0.390821
67700.0,0.390742
67800.0,0.390666
67900.0,0.390594
68000.0,0.390526
68100.0,0.390461
68200.0,0.3904
68300.0,0.390343
68400.0,0.39029
68500.0,0.39024
68600.0,0.390194
68700.0,0.390151
68800.0,0.390112
68900.0,0.390077
69000.0,0.390046
69100.0,0.390018
69200.0,0.389994
69300.0,0.389973
69400.0,0.389956
69500.0,0.389943
69600.0,0.389933
69700.0,0.389928
69800.0,0.389925
69900.0,0.389927
70000.0,0.389932
70100.0,0.389941
70200.0,0.389954
70300.0,0.38997
70400.0,0.38999
70500.0,0.390014
70600.0,0.390041
70700.0,0.390072
70800.0,0.390106
70900.0,0.390144
71000.0,0.390186
71100.0,0.390231
71200.0,0.390279
71300.0,0.390331
71400.0,0.390387
71500.0,0.390446
71600.0,0.390508
71700.0,0.390574
71800.0,0.390643
71900.0,0.390716
72000.0,0.390792
72100.0,0.390871
72200.0,0.390954
72300.0,0.39104
72400.0,0.391129
72500.0,0.391221
72600.0,0.391316
72700.0,0.391415
72800.0,0.391517
72900.0,0.391622
73000.0,0.39173
73100.0,0.391841
73200.0,0.391955
73300.0,0.392072
73400.0,0.392192
73500.0,0.392315
73600.0,0.392441
73700.0,0.39257
73800.0,0.392702
73900.0,0.392836
74000.0,0.392974
74100.0,0.393114
74200.0,0.393257
74300.0,0.393403
74400.0,0.393551
74500.0,0.393702
74600.0,0.393855
74700.0,0.394011
74800.0,0.39417
74900.0,0.394331
75000.0,0.394494
75100.0,0.39466
75200.0,0.394828
75300.0,0.394998
75400.0,0.39517
75500.0,0.395345
75600.0,0.395522
75700.0,0.395701
75800.0,0.395882
75900.0,0.396066
76000.0,0.396251
76100.0,0.396439
76200.0,0.396628
76300.0,0.39682
76400.0,0.397013
76500.0,0.397208
76600.0,0.397405
76700.0,0.397604
76800.0,0.397805
76900.0,0.398007
77000.0,0.398211
77100.0,0.398416
77200.0,0.398623
77300.0,0.398832
77400.0,0.399042
77500.0,0.399254
77600.0,0.399466
77700.0,0.399681
77800.0,0.399896
77900.0,0.400113
78000.0,0.400331
78100.0,0.40055
78200.0,0.40077
78300.0,0.400992
78400.0,0.401214
78500.0,0.401437
78600.0,0.401662
78700.0,0.401887
78800.0,0.402113
78900.0,0.40234
79000.0,0.402568
79100.0,0.402797
79200.0,0.403026
79300.0,0.403256
79400.0,0.403487
79500.0,0.403718
79600.0,0.40395
79700.0,0.404182
79800.0,0.404415
79900.0,0.404648
80000.0,0.404882
80100.0,0.405116
80200.0,0.40535
80300.0,0.405585
80400.0,0.40582
80500.0,0.406054
80600.0,0.406289
80700.0,0.406524
80800.0,0.406759
80900.0,0.406994
81000.0,0.407229
81100.0,0.407464
81200.0,0.407698
81300.0,0.407933
81400.0,0.408167
81500.0,0.4084
81600.0,0.408634
81700.0,0.408867
81800.0,0.409099
81900.0,0.409331
82000.0,0.409563
82100.0,0.409794
82200.0,0.410024
82300.0,0.410254
82400.0,0.410483
82500.0,0.410712
82600.0,0.41094
82700.0,0.411167
82800.0,0.411393
82900.0,0.411618
83000.0,0.411843
83100.0,0.412066
83200.0,0.412288
83300.0,0.41251
83400.0,0.41273
83500.0,0.412949
83600.0,0.413167
83700.0,0.413384
83800.0,0.413599
83900.0,0.413813
84000.0,0.414026
84100.0,0.414237
84200.0,0.414447
84300.0,0.414655
84400.0,0.414862
84500.0,0.415067
84600.0,0.415271
84700.0,0.415473
84800.0,0.415673
84900.0,0.415872
85000.0,0.416068
85100.0,0.416263
85200.0,0.416457
85300.0,0.416648
85400.0,0.416838
85500.0,0.417025
85600.0,0.417211
85700.0,0.417395
85800.0,0.417577
85900.0,0.417756
86000.0,0.417934
86100.0,0.418109
86200.0,0.418282
86300.0,0.418454
86400.0,0.418622
86500.0,0.418789
86600.0,0.418953
86700.0,0.419115
86800.0,0.419274
86900.0,0.419431
87000.0,0.419586
87100.0,0.419738
87200.0,0.419887
87300.0,0.420034
87400.0,0.420179
87500.0,0.42032
87600.0,0.42046
87700.0,0.420596
87800.0,0.42073
87900.0,0.420861
88000.0,0.420989
88100.0,0.421115
88200.0,0.421237
88300.0,0.421357
88400.0,0.421474
88500.0,0.421588
88600.0,0.4217
88700.0,0.421808
88800.0,0.421914
88900.0,0.422016
89000.0,0.422116
89100.0,0.422213
89200.0,0.422306
89300.0,0.422397
89400.0,0.422485
89500.0,0.422569
89600.0,0.422651
89700.0,0.422729
89800.0,0.422804
89900.0,0.422876
90000.0,0.422944
90100.0,0.423009
90200.0,0.423071
90300.0,0.42313
90400.0,0.423185
90500.0,0.423237
90600.0,0.423286
90700.0,0.423331
90800.0,0.423373
90900.0,0.423412
91000.0,0.423447
91100.0,0.423479
91200.0,0.423508
91300.0,0.423533
91400.0,0.423555
91500.0,0.423574
91600.0,0.423589
91700.0,0.423601
91800.0,0.423609
91900.0,0.423614
92000.0,0.423616
92100.0,0.423614
92200.0,0.423608
92300.0,0.423599
92400.0,0.423586
92500.0,0.42357
92600.0,0.423551
92700.0,0.423528
92800.0,0.423501
92900.0,0.423471
93000.0,0.423437
93100.0,0.4234
93200.0,0.423359
93300.0,0.423315
93400.0,0.423267
93500.0,0.423216
93600.0,0.423161
93700.0,0.423103
93800.0,0.423041
93900.0,0.422976
94000.0,0.422907
94100.0,0.422835
94200.0,0.422759
94300.0,0.42268
94400.0,0.422597
94500.0,0.422511
94600.0,0.422422
94700.0,0.422329
94800.0,0.422232
94900.0,0.422132
95000.0,0.422029
95100.0,0.421923
95200.0,0.421813
95300.0,0.4217
95400.0,0.421583
95500.0,0.421464
95600.0,0.42134
95700.0,0.421214
95800.0,0.421084
95900.0,0.420951
96000.0,0.420814
96100.0,0.420675
96200.0,0.420532
96300.0,0.420385
96400.0,0.420236
96500.0,0.420083
96600.0,0.419928
96700.0,0.419769
96800.0,0.419607
96900.0,0.419442
97000.0,0.419275
97100.0,0.419104
97200.0,0.418931
97300.0,0.418754
97400.0,0.418575
97500.0,0.418393
97600.0,0.418208
97700.0,0.418021
97800.0,0.41783
97900.0,0.417637
98000.0,0.417442
98100.0,0.417243
98200.0,0.417042
98300.0,0.416839
98400.0,0.416633
98500.0,0.416424
98600.0,0.416213
98700.0,0.416
98800.0,0.415784
98900.0,0.415566
99000.0,0.415346
99100.0,0.415123
99200.0,0.414898
99300.0,0.414671
99400.0,0.414442
99500.0,0.414211
99600.0,0.413978
99700.0,0.413743
99800.0,0.413506
99900.0,0.413267
100000.0,0.413027
100100.0,0.412784
100200.0,0.41254
100300.0,0.412295
100400.0,0.412048
100500.0,0.411799
100600.0,0.41155
100700.0,0.411298
100800.0,0.411046
100900.0,0.410792
101000.0,0.410536
101100.0,0.41028
101200.0,0.410023
101300.0,0.409764
101400.0,0.409505
101500.0,0.409245
101600.0,0.408983
101700.0,0.408721
101800.0,0.408458
101900.0,0.408195
102000.0,0.40793
102100.0,0.407666
102200.0,0.4074
102300.0,0.407134
102400.0,0.406868
102500.0,0.406602
102600.0,0.406335
102700.0,0.406068
102800.0,0.405801
102900.0,0.405534
103000.0,0.405267
103100.0,0.405
103200.0,0.404734
103300.0,0.404467
103400.0,0.404202
103500.0,0.403936
103600.0,0.403671
103700.0,0.403406
103800.0,0.403142
103900.0,0.402879
104000.0,0.402617
104100.0,0.402355
104200.0,0.402094
104300.0,0.401834
104400.0,0.401575
104500.0,0.401317
104600.0,0.40106
104700.0,0.400804
104800.0,0.40055
104900.0,0.400297
105000.0,0.400045
105100.0,0.399795
105200.0,0.399546
105300.0,0.399299
105400.0,0.399054
105500.0,0.398811
105600.0,0.398569
105700.0,0.398329
105800.0,0.398092
105900.0,0.397856
106000.0,0.397622
106100.0,0.397391
106200.0,0.397162
106300.0,0.396936
106400.0,0.396711
106500.0,0.396489
106600.0,0.39627
106700.0,0.396054
106800.0,0.39584
106900.0,0.395628
107000.0,0.39542
107100.0,0.395214
107200.0,0.395011
107300.0,0.394811
107400.0,0.394614
107500.0,0.394421
107600.0,0.39423
107700.0,0.394042
107800.0,0.393858
107900.0,0.393677
108000.0,0.3935
108100.0,0.393326
108200.0,0.393155
108300.0,0.392988
108400.0,0.392825
108500.0,0.392665
108600.0,0.392509
108700.0,0.392357
108800.0,0.392208
108900.0,0.392064
109000.0,0.391923
109100.0,0.391787
109200.0,0.391654
109300.0,0.391526
109400.0,0.391402
109500.0,0.391281
109600.0,0.391166
109700.0,0.391054
109800.0,0.390947
109900.0,0.390844
110000.0,0.390745
110100.0,0.39065
110200.0,0.39056
110300.0,0.390475
110400.0,0.390394
110500.0,0.390317
110600.0,0.390245
110700.0,0.390177
110800.0,0.390114
110900.0,0.390056
111000.0,0.390002
111100.0,0.389953
111200.0,0.389908
111300.0,0.389868
111400.0,0.389833
111500.0,0.389803
111600.0,0.389777
111700.0,0.389756
111800.0,0.38974
111900.0,0.389729
112000.0,0.389723
112100.0,0.389722
112200.0,0.389725
112300.0,0.389734
112400.0,0.389747
112500.0,0.389765
112600.0,0.389788
112700.0,0.389816
112800.0,0.389849
112900.0,0.389886
113000.0,0.389928
113100.0,0.389975
113200.0,0.390027
113300.0,0.390083
113400.0,0.390144
113500.0,0.39021
113600.0,0.390281
113700.0,0.390356
113800.0,0.390436
113900.0,0.39052
114000.0,0.390609
114100.0,0.390703
114200.0,0.390802
114300.0,0.390905
114400.0,0.391012
114500.0,0.391124
114600.0,0.391241
114700.0,0.391362
114800.0,0.391488
114900.0,0.391618
115000.0,0.391752
115100.0,0.391891
115200.0,0.392035
115300.0,0.392182
115400.0,0.392334
115500.0,0.39249
115600.0,0.39265
115700.0,0.392814
115800.0,0.392982
115900.0,0.393154
116000.0,0.39333
116100.0,0.39351
116200.0,0.393693
116300.0,0.39388
116400.0,0.394071
116500.0,0.394266
116600.0,0.394464
116700.0,0.394665
116800.0,0.39487
116900.0,0.395079
117000.0,0.395291
117100.0,0.395506
117200.0,0.395724
117300.0,0.395945
117400.0,0.39617
117500.0,0.396397
117600.0,0.396628
117700.0,0.396861
117800.0,0.397097
117900.0,0.397336
118000.0,0.397578
118100.0,0.397823
118200.0,0.39807
118300.0,0.39832
118400.0,0.398572
118500.0,0.398826
118600.0,0.399083
118700.0,0.399341
118800.0,0.399602
118900.0,0.399865
119000.0,0.40013
119100.0,0.400396
119200.0,0.400664
119300.0,0.400934
119400.0,0.401205
119500.0,0.401478
119600.0,0.401752
119700.0,0.402027
119800.0,0.402304
119900.0,0.402582
120000.0,0.402861
120100.0,0.403141
120200.0,0.403422
120300.0,0.403704
120400.0,0.403987
120500.0,0.404271
120600.0,0.404555
120700.0,0.40484
120800.0,0.405126
120900.0,0.405412
121000.0,0.405698
121100.0,0.405984
121200.0,0.406271
121300.0,0.406557
121400.0,0.406844
121500.0,0.40713
121600.0,0.407417
121700.0,0.407702
121800.0,0.407988
121900.0,0.408273
122000.0,0.408558
122100.0,0.408842
122200.0,0.409125
122300.0,0.409407
122400.0,0.409689
122500.0,0.409969
122600.0,0.410249
122700.0,0.410527
122800.0,0.410804
122900.0,0.41108
123000.0,0.411355
123100.0,0.411628
123200.0,0.4119
123300.0,0.41217
123400.0,0.412439
123500.0,0.412706
123600.0,0.412971
123700.0,0.413235
123800.0,0.413497
123900.0,0.413756
124000.0,0.414014
124100.0,0.41427
124200.0,0.414523
124300.0,0.414774
124400.0,0.415023
124500.0,0.41527
124600.0,0.415514
124700.0,0.415755
124800.0,0.415994
124900.0,0.41623
125000.0,0.416464
125100.0,0.416694
125200.0,0.416922
125300.0,0.417146
125400.0,0.417368
125500.0,0.417586
125600.0,0.417802
125700.0,0.418014
125800.0,0.418223
125900.0,0.418429
126000.0,0.418631
126100.0,0.418831
126200.0,0.419027
126300.0,0.419219
126400.0,0.419408
126500.0,0.419594
126600.0,0.419776
126700.0,0.419954
126800.0,0.420129
126900.0,0.4203
127000.0,0.420467
127100.0,0.420631
127200.0,0.42079
127300.0,0.420946
127400.0,0.421098
127500.0,0.421245
127600.0,0.421389
127700.0,0.421528
127800.0,0.421664
127900.0,0.421795
128000.0,0.421922
128100.0,0.422045
128199.99999999999,0.422163
128300.00000000001,0.422277
128400.0,0.422387
128500.0,0.422493
128600.0,0.422594
128699.99999999999,0.422691
128800.00000000001,0.422784
128900.0,0.422872
129000.0,0.422956
129100.0,0.423035
129199.99999999999,0.42311
129300.00000000001,0.423181
